,Name,long,lat
361,GOSPEL ARK TEMPLE BIBLEWAY CHR,-76.93705402866965,38.887893565072
362,HIGHER PRAISE MINISTRIES,-76.93546025411024,38.89889741403264
363,JONES MEMORIAL UNITED MTHDST,-76.9347492419306,38.88058289455355
364,HOLY TRINITY UNITED BAPTIST,-76.93745235908536,38.89921982591566
365,HOLY TRUTH-GOD IN CHRIST JESUS,-76.91804448841485,38.89642270605917
366,DEEPER LIFE BIBLE CHURCH,-76.98883981520207,38.94904348966793
367,MT CALVARY HOLY EVANGELISTIC,-76.97054315707673,38.86867208578399
368,EPISCOPAL CHURCH OF THE ATONEMENT,-76.92734729765021,38.88938611481897
369,EVERGREEN BAPTIST CHURCH,-76.92152643065745,38.893990404400704
370,MATTHEWS MEMORIAL BAPTIST CHR,-76.99498442833355,38.8586751789567
371,EAST WASHINGTON HEIGHTS BAPTIST CHURCH,-76.95862126531672,38.86260706785824
372,CAMPBELL A M E CHURCH,-76.9946958688226,38.859491419510356
373,MT ENON MISSIONARY BAPTIST,-76.95773752437422,38.88477652047058
374,CHRISTIAN PRAISE CHURCH,-76.95597165616644,38.86405924687233
375,CHURCH IN THE LORD JESUS,-76.98297493408526,38.86656010555198
376,CHURCH OF JESUS CHRIST,-76.95370309692917,38.866948989826625
377,ST JOHN BAPTIST CHURCH,-76.92649789193779,38.884257921031185
378,BETHLEHEM BAPTIST CHURCH,-76.99325317728683,38.86140311239649
379,BETHUEL TEMPLE CHURCH,-76.99242129994357,38.86241083330099
380,SOUL SAVING CTR OF CHRIST,-76.94008440398295,38.902155138567785
381,INDEPENDENT CHURCH OF GOD,-76.97331032985872,38.85817614252489
382,GREATER DELIVERANCE CHR OF GOD,-76.94213410294405,38.883631712902464
383,ST LUKE PARISH,-76.93070076248952,38.88931923834691
384,ST MICHAELS CHR-GOD-CHRIST,-76.91912153016395,38.893053064286455
385,ST ROSE PENTECOSTAL CHURCH,-76.93256959059622,38.90317925702901
386,TEMPLE OF THE LIVING EPOSTLE,-76.93257709312913,38.90585330158618
387,WESLEY UNITED METHODIST CHURCH,-77.07265219220457,38.95933186295889
388,BETHLEHEM CHURCH-GOD HOLINESS,-76.99744578789495,38.96130829951842
389,OUR LADY OF LEBANON,-77.03441576929403,38.977368201040605
390,OVERCOMING FAITH MINISTRIES,-77.01143420097368,38.967484995889116
391,TIFERETH ISRAEL CONGREGATION,-77.03579682226373,38.983522384098826
392,TEMPLE SINAI,-77.06291064836334,38.96056164298463
393,NORTHWEST COMMUNITY CHURCH,-77.03689522760546,38.94113901408364
394,BROTHERHOOD OF THE CROSS-STAR,-77.02718035845074,38.964764247012454
395,CAPITAL SPANISH SEVENTH-DAY,-77.0369036435908,38.94848364714046
396,CAPITAL WESLEYAN CHURCH,-77.03246827441859,38.93836676382315
397,PLYMOUTH CONGREGATIONAL CHURCH,-77.00872688774703,38.955181933177776
398,MOORISH SCIENCE TEMPLE-AMER,-77.02299524799592,38.943918029189575
399,MT CALVARY HOLY CHURCH,-77.00635925758847,38.96184279430656
400,MT ZION BAPTIST CHURCH,-77.03314032888854,38.95214357608736
401,SIMPSON-HAMLINE UNITED MTHDST,-77.03576006282275,38.94546748920125
402,OROMO EVANGELICAL LUTHERAN CHR,-77.03675164574405,38.943205110752515
403,BUDDHIST CONGREGATIONAL CHURCH,-77.03579327925243,38.955334334004554
404,VICTORY CHURCH OF JESUS CHRIST,-77.01394104620424,38.94257686454276
405,OMEGA GOSPEL MISSION,-77.01119626985741,38.96605045565916
406,PEOPLES CONGREGATIONAL UCC,-77.03013343759257,38.94726865979928
407,VAN BUREN UNITED METHODIST CHR,-77.00989424009995,38.970330569961355
408,CELESTIAL CHURCH OF CHRIST,-77.01097882564162,38.96571473887412
409,WASHINGTON SEVENTH DAY BAPT,-77.03688806003368,38.94757282483073
410,CHURCH OF THE ANNUNCIATION,-77.07680847272336,38.930015694926915
411,GREATER NEW ST PAUL BAPTIST,-77.03002849320647,38.953916163643406
412,GREATER ST PAUL BAPTIST CHURCH,-77.00774789205637,38.95983386918292
413,CALVARY LIFE CTR,-77.01640672404243,38.95634488547537
414,ST MARY ARMENIAN APOSTOLIC CHR,-77.08169826786246,38.95498823107195
415,NATIONAL PRESBYTERIAN CHURCH,-77.08099095602381,38.94211750936444
416,NORTHWEST BAPTIST CHURCH,-77.09130712770333,38.942348716191134
417,BETHEL CAPITOL CHURCH,-77.00993560605762,38.964927331050795
418,FIRST UNITED CHR-CHRIST APSTLC,-77.03588596864147,38.987735047478054
419,CITIZEN HEIGHTS CHURCH,-77.08115228757171,38.94897009186731
420,BASILICA-THE NATIONAL SHRINE,-77.00067584718823,38.93336211618327
421,RESTORATION CHURCH,-77.07780599691158,38.94357198958229
422,FOURTH CHURCH CHRIST SCIENTIST,-77.03689125479953,38.957089343400845
423,FROM THE HEART CHR MINISTRIES,-77.0108435373559,38.956265990906
424,ST MARY'S BAPTIST CHURCH,-77.030359510929,38.98701550536617
425,PROMISED LAND BAPTIST CHURCH,-77.01824678522625,38.97022020478295
426,CLEVELAND PARK CONGREGATIONAL,-77.06668437975378,38.93232200214905
427,GETHSEMANE BAPTIST CHURCH,-77.01707483070689,38.95289525364858
428,ERITREAN EVANGELICAL CHURCH,-77.03599451354005,38.944421014774925
429,EVANGELICAL CHURCH LA PENA,-77.0108435373559,38.956265990906
430,EVANGLICAL CHURCH APOSTLES,-77.03373507451742,38.960012126416196
431,CHEVY CHASE BAPTIST CHURCH,-77.0781825119746,38.966295281524786
432,SEEKERS CHURCH,-77.01624065102547,38.97485307617292
433,ARABIC BAPTIST CHURCH,-77.09130712770333,38.942348716191134
434,ISRAEL METROPOLITAN CHRISTIAN,-77.02116452614958,38.93901957614302
435,CHRIST LUTHERAN CHURCH,-77.035981133859,38.95219399332052
436,CHURCH OF CHRIST,-77.03593913342219,38.948519079939274
437,CHURCH OF THE NATIVITY,-77.0290534947092,38.963222304510225
438,CHRIST UNIVERSAL CHURCH,-77.01222350644598,38.95689886551146
439,CHURCH-THE NATIVITY-OUR LORD,-77.02822927549268,38.96285596057763
440,WISCONSIN AVENUE BAPTIST CHR,-77.07763308578808,38.94685769735279
441,FAITH MISSION TEMPLE,-77.01198921347977,38.95640082282787
442,FAITH MORAVIAN CHR-THE NATIONS,-77.00063305434864,38.95889582397404
443,JEHOVAH'S WITNESS NORTH UNIT,-77.03306698134381,38.952695713881006
444,JEMBOLLA SISAY,-77.03599451354005,38.944421014774925
445,FAITH FULL GOSPEL DELIVERANCE CHURCH OF GOD,-77.0127503001501,38.9562322877336
446,INTERNATIONAL ETHIOPIAN,-77.02924006459219,38.986266757868506
447,CHEVY CHASE PRESBYTERIAN CHR,-77.07574522255659,38.96723653625857
448,NATI SPIRITUAL,-77.03182812486983,38.97817508016895
449,OHEV SHOLOM - THE NATIONAL SYNAGOGUE,-77.03693490757148,38.98410792460551
450,AGAPE BAPTIST CHURCH,-77.07763308578808,38.94685769735279
451,TEMPLE BAPTIST CHURCH,-77.08469759285362,38.940350157302106
452,NEW HOPE CME CHURCH,-77.02732604837263,38.95351685937327
453,NEW REDEEMER BAPTIST CHURCH,-77.02861057297227,38.95900654945609
454,NINETEENTH STREET BAPTIST CHR,-77.03684386174069,38.94687262502737
455,IGLESIA DE JESUCRISTO PALABRA,-77.01119626985741,38.96605045565916
456,ST GABRIEL CATHOLIC CHURCH,-77.02019660293122,38.94368306964301
457,ST GEORGE ANTIOCHIAN ORTHODOX,-77.03595440402944,38.94380152721179
458,ST JOSEPH BAPTIST CHURCH,-77.02767630151268,38.949936979142045
459,ST LUKE BAPTIST CHURCH,-77.03416095414752,38.95210121366476
460,NEW BETHEL CHR-GOD IN CHRIST,-77.02665718884933,38.96844919094434
461,SHEPHERD PARK CHRISTIAN CHURCH,-77.02879325669394,38.985668092874036
462,FELLOWSHIP BAPTIST CHURCH,-77.03164907920905,38.95754336512642
463,FIRST BAPTIST CHURCH,-77.02229334901007,38.93846166267616
464,FIRST CHURCH 7TH DAY ADVENTIST,-77.02360494743054,38.939567533751806
465,GRACE LUTHERAN CHURCH,-77.03675164574405,38.943205110752515
466,FIRST MYSTERY CHURCH OF GOD,-77.02580546572185,38.94420507715199
467,WESTMINSTER PRESBYTERIAN CHR,-77.01821435841794,38.87902746560098
468,RIGHTEOUS BRANCH COMMANDMENT,-77.00974275407644,38.83467260579403
469,COMMUNITY OF HOPE CHURCH OF THE NAZARENE,-76.99288981310114,38.84366278220496
470,VARICK MEMORIAL AME ZION CHR,-76.96008997850757,38.8933395415924
471,VICTORY MEMORIAL BAPTIST CHR,-76.93038041739598,38.90670870765022
472,MORNING STAR BAPTIST CHURCH,-77.00070125804132,38.843568948319565
473,CHRIST UNITED METHODIST CHURCH,-77.01672900960912,38.878892381761204
474,FRIENDSHIP BAPTIST CHURCH,-77.01250022617516,38.87892660240621
475,FABRANGEN,-77.03688958324472,38.98528999681962
476,SHRINE-THE MOST BLESSED SCRMNT,-77.07513733012651,38.968427188205865
477,METROPOLITAN MEMORIAL UNITED METHODIST CHURCH,-77.08780164773404,38.934967028073025
478,CENTRO EVANGELISTICO,-77.02473265588544,38.9411469948684
479,FIRST SUPERET BRANCH CHURCH,-77.03487186702425,38.95380545884501
480,HOLY COMFORTER EPISCOPAL CHR,-77.02276072975383,38.96160257338099
481,NEW DIMENSIONS KINGDOM MNSTRS,-77.0268535833937,38.98252477725671
482,TAKOMA PARK BAPTIST CHURCH,-77.02259228772193,38.97256906473394
483,WASHINGTON DC CHRISTIAN,-77.00448764720794,38.96185459188328
484,WASHINGTON DC CHRISTIAN RFRMD,-77.0048928669123,38.96182719052553
485,PETWORTH UNITED METHODIST CHR,-77.02007589905135,38.94270388950345
486,SIXTH PRESBYTERIAN CHURCH,-77.03592429226055,38.955923884894105
487,ARK FOUNDATION CHURCH,-77.01962460937585,38.955979104410034
488,STAR-BETHLEHEM CHR-GOD,-77.03375406678951,38.95504424375526
489,MIRACLE TEMPLE OF GOD & CHRIST,-77.02535445823911,38.95173312526561
490,RUSSIAN ORTHODOX CHURCH,-77.03780504084331,38.94016411611604
491,EMORY UNITED METHODIST CHURCH,-77.0281276130468,38.964586019940036
492,DEBRE HAIL KEDUS GABRIEL,-77.0184524117422,38.94122328423024
493,CENTER FOR SPIRITUAL LIVING DC,-77.01952316291386,38.97607111760156
494,WASHINGTON NATIONAL CATHEDRAL,-77.07088237321757,38.93052381481552
495,SHAMMAH MINISTRIES INC,-77.02221642064102,38.94958510993419
496,ST MARY'S EPISCOPAL CHURCH,-77.05045427935724,38.89918495503776
497,ST PAUL'S EPISCOPAL CHURCH,-77.05266764186298,38.902272404459026
498,ST STEPHEN MARTYR CHURCH,-77.05304412816847,38.90315334155995
499,ST JAMES II ASSOC LLC,-77.04628421702674,38.905912681597
500,CATHEDRAL OF ST MATTHEW THE APOSTLE,-77.0402742254022,38.906391990289954
501,ST THOMAS EPISCOPAL CHURCH,-77.04104346784898,38.91022000010157
502,CHURCH OF THE PILGRAMS,-77.04932232999529,38.91034300539214
503,ANDREW RANKIN MEMORIAL CHAPEL,-77.02098366978916,38.92453650180924
504,ANACOSTIA GOSPEL CHAPEL,-76.99127710233095,38.843023163184476
505,ST DOMINICS CHURCH,-77.02090702249156,38.88298827419789
506,ST MATTHEW'S LUTHERAN CHURCH,-77.0147300251963,38.876050862405286
507,ST THOMAS MORE CHURCH,-76.99995736617356,38.825099264650966
508,UNITY OF LOVE PRAISE TEMPLE,-77.00640097787495,38.83801335315938
509,TABERNACLE CHURCH,-77.00469798381135,38.83930434563183
510,TEMPLE MISSIONARY BAPTIST CHR,-76.99937932612607,38.8437972228412
511,TEMPLE OF PRAISE,-76.99627078008379,38.826077435195934
512,HOUSE OF THE LORD CHURCH,-77.02153434537094,38.88029149875064
513,SOUTHEAST BAPTIST TABERNACLE,-77.00610566198259,38.83005637576259
514,SOUTHEAST MINISTRY,-76.99974217914415,38.84358759764334
515,CHURCH OF THE SAVIOR,-77.04613722275262,38.91090696774576
516,RIVERSIDE BAPTIST CHURCH,-77.02285201420392,38.877817273158065
517,FAITH PRESBYTERIAN CHURCH,-77.00836164724485,38.82953680769742
518,SECOND UNION BAPTIST CHURCH,-77.01413282213721,38.8771514921248
519,CHURCH IN THE FIELD,-77.00696162333834,38.83621874646774
520,COVENANT BAPTIST CHURCH,-77.00866358624513,38.834018136177946
521,REHOBOTH BAPTIST CHURCH,-76.99704420264105,38.84301318194898
522,REMNANT COMMUNITY CHURCH,-77.00610566198259,38.83005637576259
523,RESURRECTION BAPTIST CHURCH,-77.00466545933973,38.84041463869187
524,SEVENTH WAVE,-76.99052236490226,38.89085362779468
525,MT JOY CHURCH,-77.00080028961183,38.88167113481785
526,SEAN BETHEL,-76.97379185422999,38.916425881533954
527,TOGETHER FOR THE GOSPEL,-76.99864639644501,38.89078950434152
528,GROUND TRUTH DATA,-76.99976236137937,38.90618246161222
529,PILGRIM AME,-76.98019914856016,38.89709666615609
530,NORTHEAST COMMUNITY CHR OF GOD,-76.97335099093164,38.90387679811073
531,LEVI ZION,-77.02650745573376,38.89505440042808
532,WATERFRONT CHURCH DC,-77.0041906674734,38.87774520487653
533,TRUTH ABOUT GW BUSH IS NOW OUT,-77.00180289691501,38.887302895670686
534,NO GREATER SACRIFICE,-77.02740709565835,38.89516346431503
535,ST PETER LUTHERAN CHURCH,-77.02158076085607,38.89543232469903
536,MITCHAM CHAPEL AME,-76.98618478646061,38.891834837935875
537,RAYCROW APOSTLE D,-77.02089036223494,38.90678163095705
538,SOCIETY-THE HOLY CHILD JESUS,-77.02056163268337,38.90747929582036
539,ST JAMES HEALING CHURCH,-77.02621796349922,38.916274808642314
540,IOWA GENERAL ASSEMBLY,-77.00997618163733,38.897057019799135
541,HERITAGE REVIVAL PROJECTS INC,-77.00323349354024,38.896844983892265
542,MT JOY PENTECOSTAL SSS CHURCH,-77.01756568483536,38.90547632768006
543,CHINESE COMMUNITY CHURCH,-77.02499630569211,38.90288209957666
544,WESTERN PRESBYTERIAN CHURCH,-77.05196329355456,38.89853884428848
545,WOOD ISLAND LIFE SAVING STA,-77.0593789521362,38.90831352103932
546,SEVENTH SON,-77.07712488189425,38.92399135343064
547,ST SOPHIA CATHEDRAL,-77.07042772335345,38.92724055877613
548,LAKE GROVE PRESBYTERIAN CHURCH,-77.06586229973827,38.90450338668558
549,THREE STRANDS COMMUNITY CHURCH,-77.04469073757274,38.89812818887006
550,ST MARK'S SQUARE LLC,-77.03789817181139,38.90293024438362
551,LAS PLACITAS PRESBYTERIAN CHR,-77.06040573275008,38.9035011830957
552,EPISCOPAL HERITAGE CHURCH,-77.05668238062427,38.9086953730422
553,MARCH-THE LIVING LONGITUDINAL,-77.04602883882384,38.902149362060996
554,READING FOR NASAA ASSEMBLY,-77.02774081972498,38.89814164144887
555,HOMBRES DE PALABRA,-77.03982676048821,38.89934409564113
556,RESTORATION TEMPLE MINISTRIES,-76.97767309320297,38.922096259522256
557,NEW BAPTIST COVENANT,-76.92908945598248,38.89664667384326
558,LIGHTHOUSE MINISTRIES,-77.02321537666384,38.97696622119167
559,ST MARY ORTHODOX CHURCH,-77.01425051006616,38.942465124432935
560,ZEN BUDDHIST CTR OF WASHINGTON,-77.088332304041,38.95133865898515
561,TRANSFORMATION CHURCH DC INC,-76.99642681431874,38.94144016476734
562,NEW CHRIST HOLY TEMPLE FWB,-77.02992061887456,38.93989011597105
563,ST THOMAS AQUINAS CHURCH,-76.99867210346964,38.92787235667324
564,OASIS COMMUNITY PARTNERS,-76.97579169796312,38.92953306224892
565,PROTESTANT EPISCOPAL CATHEDRAL,-77.07213913407146,38.93143108366297
566,MORNING STAR PENTECOSTAL CHR,-76.93790683870964,38.894402393413216
567,TRIUMPHANT CHURCH,-77.0206310893066,38.95667364854038
568,MANIFEST SONS-GOD MINISTRIES,-76.98943070817201,38.92016481759499
569,LIFE GOSPEL ASSEMBLY INTL CHR,-76.91216970881504,38.894796479602356
570,HOPE TABERNACLE CHURCH OF GOD,-77.03579682226373,38.983522384098826
571,RIVER CITY CHURCH,-77.07265219220457,38.95933186295889
572,LITTLE MT ZION HOLINESS CHURCH,-76.92984266176452,38.89935423272807
573,ST LOUIS DE FRANCE,-77.0817413518867,38.956239629815286
574,WASHINGTON D C CHURCH OF GOD,-77.03300881986019,38.94643236502962
575,UNIFICATION CHURCH,-77.03756407660843,38.94212565938067
576,UNITED CHRISTIAN CHR WORLDWIDE,-77.0066401453936,38.954930109115324
577,MISSION INTERNATIONALE POUR LA,-77.0781825119746,38.966295281524786
578,MARCHAR THE WA CONGRGTN FOR,-77.07834427902252,38.94445498296471
579,SECRETARIAT REGISTRIES CHR,-77.06569122423048,38.924672522881394
580,DOMINION CHURCH OF WASHINGTON DC,-77.00423054655651,38.95552828002611
581,MANUEL DE JESUS FERNANDEZ TRRS,-77.02902753228643,38.919028081556874
582,UNCION PODER Y FUEGO,-77.03438474526278,38.922406732326635
583,BALM IN GILEAD MINISTRIES,-77.02896861765358,38.960496247234786
584,INTERNATIONAL HOUSE-PRAYER,-77.0238374265901,38.93490893502462
585,IGLESIA MISIONERA CUERPO DE,-77.035981133859,38.95219399332052
586,BEREAN ETHIOPIAN ADVENTIST GRP,-77.035981133859,38.95219399332052
587,KEDUS YOHANNES METEMIK,-77.0184524117422,38.94122328423024
588,UNITARIAM UNIVERSALIST SVC CMT,-77.04514243229518,38.909472507178585
589,MEPT ST MATTHEWS LLC,-77.03953131265926,38.906447555305334
590,INTERNATIONAL CHRISTIAN,-77.04189540299956,38.90824813106069
591,SERBIAN,-77.03950985977472,38.908721630138416
592,SPLIT THIS ROCK INC,-77.04196536288245,38.90761887281967
593,SUNDAY MORNING GOSPEL,-77.01999315435262,38.9203594257464
594,CHURCH OF THE FIRST BORN,-76.97025628161089,38.85555503300925
595,ST PHILLIP AME,-76.94231196033084,38.894158633212164
596,REDEEMER CITY CHURCH OF FL INC,-76.98855721966238,38.94089024373946
597,STRAIT GATE BAPTIST CHURCH,-76.96003388467918,38.88379667585335
598,KABOD CHURCH,-76.98883981520207,38.94904348966793
599,MARY'S MISSIONARY BAPT CHR INC,-76.98564502171469,38.92659203180519
600,STEP OF FAITH MINISTRIES,-76.98448834174347,38.842681668993926
601,ANACOSTIA RIVER BAPTIST CHURCH,-76.9865216079354,38.85701921058373
602,TURNING HEARTS CHURCH,-76.99995736617356,38.825099264650966
603,AGAPE CHURCH OF CHRIST INC,-76.98505912262443,38.86571900497536
604,MT ZION AME,-76.9946958688226,38.859491419510356
605,I AM THE WAY THE TRUTH & LIFE,-76.98232030049587,38.85269964813487
606,SOUTHERN FRIENDSHIP BAPTIST,-76.96938259418769,38.87447130868573
607,VICTORY WORD & WORSHIP CTR,-76.98258442533495,38.861370479212546
608,NEW REDEEMED CHURCH OF CHRIST,-76.96450852204887,38.859341020498434
609,YORKTOWN VICTORY CTR,-77.04035238012459,38.90351523582802
610,Bethel Commandment Church of Living God,-76.93399411572139,38.91173566134681
611,Northeastern Presbyterian,-76.97507154947506,38.94314481275718
612,Northminster Presbyterian Church,-77.02772934384966,38.98367960649533
613,Evangel Missionary Baptist Church,-76.97449744785362,38.930556941892675
614,Old Pentecost,-77.0239458432909,38.9276935278024
615,Paramount Baptist,-77.00031854303667,38.83219550504808
616,Fisherman Of Men,-77.02391410453038,38.93553076245227
617,Georgetown Baptist Church,-77.06142930754177,38.9070411125695
618,The Greater New Highway Christian Church of Christ,-76.92873704081683,38.88489043628378
619,Walker Memorial Baptist,-77.02997942620745,38.91762677552624
620,First Genesis Baptist,-77.02784981514144,38.91098338348138
621,Greater Pleasant Grove Baptist,-77.00031240909276,38.903880106786524
622,Progress For Christ Baptist,-76.999259241828,38.882517743611885
623,Mount Joy Baptist,-77.00032625876727,38.882111016750216
624,Upper Room Baptist,-76.95069209821638,38.89140996253296
625,St John United Baptist Church,-77.02931326434873,38.96724622479555
626,Holy Christian House of Praise for all people,-76.92699012041406,38.89870739587444
627,Bethlehem Fire Baptized Holiness Church,-76.98390858999545,38.899431933444795
628,Christ Centered Missionary Baptist Church,-76.92510450662267,38.88946523324556
629,Christ Apostolic Church,-77.02643817164677,38.944495362910565
630,Greater Harvest Baptist,-77.0262337528203,38.93067190533797
631,Beauty for Ashes Multicultural Worship Center,-76.93457536663432,38.90706425932625
632,Beginning Church of God,-77.02938879307871,38.91423762972567
633,Saint John's Church Of God,-76.9880944710818,38.89996275715317
634,Mount Olivet Lutheran Church,-77.0311233780579,38.90775225465621
635,Second Refreshing Church of God in Christ,-76.9380967391732,38.904844628205495
636,Sacred Heart Spiritual Church,-76.93354538677407,38.89958403898208
637,Trinity Baptist Church,-76.98553691458105,38.91204158578989
638,True Vision Chruch of God In Christ Inc.,-76.93826633797205,38.900839511999784
639,Deanwood Seventh-Day Adventist Fellowship,-76.93823315596737,38.902547749695884
640,Washington International Church,-77.0880627615003,38.953912977137755
641,Faith Assembly Of Christ,-77.02672841691417,38.9491496060257
642,Nipponzan Myohoji,-77.03693528834229,38.95077948676783
643,Zion Baptist Church,-77.03777999612511,38.9501490879127
644,Saint Phillip Baptist,-77.00874227004911,38.902826342945225
645,Historic Berean Baptist Church,-76.98493810168871,38.92430419029026
646,New United Baptist,-76.98488346602727,38.859432096924266
647,Ambassador Baptist,-76.98416352238213,38.867024836612316
648,Riggs Park Baptist,-77.007398864104,38.9630970424368
649,Bethel Pentecostal Tabernacle,-77.01122594525876,38.87902312167885
650,United Pentecostal Assembly Inc.,-76.98184302514781,38.89791291085333
651,Lighthouse Full Gospel Mission Church,-76.91150998114658,38.89415954013903
652,The New Solid Rock Perfecting Church,-76.98335640853065,38.898874778996884
653,Christ Memorial Baptist,-77.02261720871331,38.95510151889876
654,New Second Baptist,-77.0261032338668,38.97770816044209
655,New Southern Rock Baptist,-77.02327967995772,38.94595015197102
656,Trinity Holy Tabernacle,-76.99346303690483,38.90118417384631
657,Macedonia Church of God in Christ,-77.03176056098991,38.9506191284964
658,Anacostia Full Gospel,-76.98655615211783,38.86630013950013
659,Ethiopian Orthodox Tewhahedo,-77.03185169596286,38.945966687556556
660,Church of God of Prophecy - Capitol Hill,-76.98529537186828,38.89631360081476
661,Union Temple Baptist,-76.98895373727684,38.86451231068397
662,True Unity Baptist,-76.97167945806524,38.868950816822185
663,Peabody St Mennonite Church,-77.01544848124342,38.962944196548726
664,St John Christian Methodist Episcopal Church Outreach Center,-76.98720101619762,38.85637689605119
665,Faith Tabernacle United Holy Church,-77.00179884455322,38.891147761341564
666,Victory Christian Baptist Church,-76.96345460392712,38.92151911819754
667,Jerusalem Church Of God in Christ,-77.00016458223061,38.842821339260134
668,Meridan Hill Baptist,-77.03702993277075,38.92999363012711
669,Praise Temple Church Of Christ,-77.0247764272332,38.94229878567481
670,Providence Baptist,-76.9834148498774,38.8820384934932
671,Progressive Pentecostal (Purity),-76.97979872096892,38.9323553160226
672,Resurrection Church of God in Christ,-76.97986384082185,38.933736480687976
673,The Church of Jesus Christ of Latter Day Saints,-76.9958551359113,38.88204329073759
674,St Paul Temple Church Of God,-76.98295806130251,38.93240230219362
675,Little Rock Faith Baptist,-76.99061702692067,38.93798119845936
676,Iglesia Primitiva Pentecostal,-77.03246551424094,38.93990421040287
677,Vineyard Baptist Church,-76.98245812318484,38.883963085804226
678,St Paul AUMP,-77.00034514573525,38.87912464497929
679,Temple United Church,-76.93685024590228,38.89336181043992
680,New Mt Carmel Freewill Baptist,-76.92258906728678,38.89893121300719
681,Greater Victory Baptist,-77.00085443658632,38.918274984533994
682,Apostolic Evangelical Church of Jesus Christ,-76.91125840526921,38.894015305395854
683,Bunton Memorial CME,-76.98688215305161,38.93201391980847
684,Cherubim and Seraphim Church Ayo,-77.02508382864218,38.92555948909976
685,ANNUNCIATION CATHOLIC CHURCH,-77.07581977858095,38.93015650988432
686,Cosmic Church,-77.00332546089474,38.89139680937768
687,Daughter Of Zion Baptist,-76.97469776792987,38.929286363142765
688,Ebenezer United Methodist,-76.99971460151377,38.88445860248831
689,Evangelical Missionary Baptist Church,-76.97448471434251,38.93036614310317
690,New Hope Fire Baptist Church,-76.93350827384133,38.900194244365494
691,New Light Missionary Baptist,-76.97986865341915,38.93384818449173
692,Community Holiness Church,-77.00173779287722,38.90224841085232
693,First Hijra Foundation,-77.02624106432013,38.943643583717794
694,God's Universal Kingdom Christian Church,-76.9980802204196,38.894489324921466
695,Faith Deliverance Center,-77.02351034177157,38.9367028242702
696,Iglesia de Dios El Jardin Del Eden,-77.02278707319687,38.92779636420745
697,Joshua's Temple FBC,-76.94020360214661,38.90312621054038
698,Kingdom Of Zion Baptist,-76.98771413799321,38.8980596112316
699,Ky Vien Pagoda,-77.03372602474678,38.95819930663421
700,Maranatha Chapel Fellowship,-76.938454333194,38.91009641504325
701,Open Door Temple Church of God in Christ,-76.9754426173787,38.89899202374508
702,Masjid of Ivy City,-76.98500526983074,38.91363914778736
703,Franklin P Nash United Methodist,-77.00698982639167,38.91721296648962
704,New Testament Church,-77.01845113703605,38.97328675697129
705,Iglesia Pentecostal Emmanuel,-77.03599387849779,38.94476251910474
706,Albright Memorial United Methodist,-77.01873496599886,38.96517262776399
707,Sikh Cultural Society - Sikh Temple,-77.07471708839108,38.93025423958612
708,Zen Buddhist Center,-77.02583830396661,38.97528941965718
709,St. John United Baptist Church,-77.03169815634841,38.965940757969946
710,Temple Rock Of Ages Assembly of Yahweh,-76.98811876271543,38.901544537409336
711,True Temple Missionary Baptist Church,-77.02091971800766,38.93729074786295
712,Tyson Temple First Born,-76.96336748329576,38.879198264956834
713,Universal Meditation Temple,-77.02321364337632,38.95712312706415
714,Isle Of Patmos Baptist,-76.99002225184898,38.92360496850364
715,New Mount Zion Church Of God,-76.98389117370299,38.898450019571534
716,New Strait Gate Baptist,-76.93524139383783,38.87330924659723
717,Saint Job Baptist Church,-76.997714887865,38.899099709706796
718,Shepherd Park Church Of God,-77.02612429232528,38.97817090833864
719,CHRIST CHURCH - GEORGETOWN,-77.06145520998604,38.90829431355775
720,SAINT DAVIDS EPISCOPAL CHURCH,-77.10593497985042,38.93228940401275
721,SAINT BLAISE CHURCH,-77.09479896638065,38.916312469103254
722,SHAMBHALA MEDITATION CENTER OF WASHINGTON DISTRICT OF COLUMBIA,-77.05929039600451,38.93624941925934
723,SAINT ANN'S CATHOLIC CHURCH,-77.07972300227803,38.94656110724948
724,SAINT THOMAS APOSTLE CATHOLIC,-77.05499298029632,38.92612802620857
725,SAINT COLUMBAS EPISCOPAL CHURCH,-77.08234529947983,38.94837449478121
726,SAINT ALBANS EPISCOPAL CHURCH,-77.07225401324736,38.929469749879296
727,CHRIST CHURCH ON EMBASSY ROW,-77.07610976766385,38.93143280827498
728,GRACE EVANGELICAL LUTHERAN CHURCH,-77.0369664218532,38.943143282198285
729,SAINT PAUL AFRICAN METHODIST EPISCOPAL CHURCH,-77.03303693756436,38.95005266765035
730,SAINT MATTHEWS BAPTIST CHURCH,-77.00485559075776,38.87723697045629
731,MASJID USH-SHURA,-76.99957980561827,38.84367175408541
732,SAINT FRANCES XAVIER CHURCH,-76.9672375353381,38.872519227359625
733,SAINT AUGUSTINE ROMAN CATHOLIC CHURCH,-77.03406449348095,38.918347790873135
734,BIBLE WAY TEMPLE,-77.01499885376434,38.90461535184924
735,SAINT JOSEPHS ON CAPITOL HILL ROMAN CATHOLIC CHURCH,-77.00317623877118,38.893812894978474
736,FOUNDRY UNITED METHODIST CHURCH,-77.03691776881445,38.910182109223165
737,CHURCH OF OUR SAVIOUR,-76.9817274593227,38.92928131362558
738,CHURCH OF THE ASCENSION AND SAINT AGNES,-77.02841187055206,38.90482854669376
739,SAINT PAUL'S ROCK CREEK EPISCOPAL PARISH,-77.01208816272344,38.946841025697985
